STT,Mã t?nh (BNV),Tên t?nh/TP m?i,Mã t?nh (TMS),Mã Qu?n huy?n TMS (c?) CQT ?ã rà soát,Tên Qu?n huy?n TMS (c?),S? t? t?ng,Mã ph??ng/xã m?i ,Tên Ph??ng/Xã m?i,Tr?ng thái rà soát cu?i,
2918,30,T?nh V?nh Long,809,80905,Huy?n Mang Thít,3,80905003,Xã Nh?n Phú,,
2878,30,T?nh V?nh Long,809,81701,Thành ph? Trà Vinh,4,81701039,Ph??ng Hòa Thu?n,,
2919,30,T?nh V?nh Long,809,80905,Huy?n Mang Thít,4,80905004,Xã Bình Ph??c,,
2879,30,T?nh V?nh Long,809,81703,Huy?n Càng Long,5,81703042,Xã Càng Long,,
2920,30,T?nh V?nh Long,809,80903,Huy?n Long H?,5,80903005,Xã An Bình,,
2880,30,T?nh V?nh Long,809,81703,Huy?n Càng Long,6,81703040,Xã An Tr??ng,,
2921,30,T?nh V?nh Long,809,80903,Huy?n Long H?,6,80903006,Xã Long H?,,
2881,30,T?nh V?nh Long,809,81703,Huy?n Càng Long,7,81703041,Xã Tân An,,
2922,30,T?nh V?nh Long,809,80903,Huy?n Long H?,7,80903007,Xã Phú Qu?i,,
2882,30,T?nh V?nh Long,809,81703,Huy?n Càng Long,8,81703043,Xã Nh? Long,,
2923,30,T?nh V?nh Long,809,80901,Thành ph? V?nh Long,8,80901008,Ph??ng Thanh ??c,,
2883,30,T?nh V?nh Long,809,81703,Huy?n Càng Long,9,81703044,Xã Bình Phú,,
2924,30,T?nh V?nh Long,809,80901,Thành ph? V?nh Long,9,80901009,Ph??ng Long Châu,,
2884,30,T?nh V?nh Long,809,81705,Huy?n Châu Thành,10,81705046,Xã Châu Thành,,
2925,30,T?nh V?nh Long,809,80901,Thành ph? V?nh Long,10,80901010,Ph??ng Ph??c H?u,,
2885,30,T?nh V?nh Long,809,81705,Huy?n Châu Thành,11,81705045,Xã Song L?c,,
2926,30,T?nh V?nh Long,809,80901,Thành ph? V?nh Long,11,80901011,Ph??ng Tân H?nh,,
2886,30,T?nh V?nh Long,809,81705,Huy?n Châu Thành,12,81705047,Xã H?ng M?,,
2927,30,T?nh V?nh Long,809,80901,Thành ph? V?nh Long,12,80901012,Ph??ng Tân Ngãi,,
2887,30,T?nh V?nh Long,809,81705,Huy?n Châu Thành,13,81705048,Xã Hòa Minh,,
2928,30,T?nh V?nh Long,809,80913,Huy?n V?ng Liêm,13,80913013,Xã Qu?i Thi?n,,
2888,30,T?nh V?nh Long,809,81705,Huy?n Châu Thành,14,81705049,Xã Long Hòa,,
2929,30,T?nh V?nh Long,809,80913,Huy?n V?ng Liêm,14,80913014,Xã Trung Thành,,
2889,30,T?nh V?nh Long,809,81707,Huy?n C?u Kè,15,81707050,Xã C?u Kè,,
2930,30,T?nh V?nh Long,809,80913,Huy?n V?ng Liêm,15,80913015,Xã Trung Ngãi,,
2890,30,T?nh V?nh Long,809,81707,Huy?n C?u Kè,16,81707051,Xã Phong Th?nh,,
2931,30,T?nh V?nh Long,809,80913,Huy?n V?ng Liêm,16,80913016,Xã Qu?i An,,
2891,30,T?nh V?nh Long,809,81707,Huy?n C?u Kè,17,81707052,Xã An Phú Tân,,
2932,30,T?nh V?nh Long,809,80913,Huy?n V?ng Liêm,17,80913017,Xã Trung Hi?p,,
2892,30,T?nh V?nh Long,809,81707,Huy?n C?u Kè,18,81707053,Xã Tam Ngãi,,
2933,30,T?nh V?nh Long,809,80913,Huy?n V?ng Liêm,18,80913018,Xã Hi?u Ph?ng,,
2893,30,T?nh V?nh Long,809,81709,Huy?n Ti?u C?n,19,81709056,Xã Ti?u C?n,,
2934,30,T?nh V?nh Long,809,80913,Huy?n V?ng Liêm,19,80913019,Xã Hi?u Thành,,
2894,30,T?nh V?nh Long,809,81709,Huy?n Ti?u C?n,20,81709054,Xã Tân Hòa,,
2935,30,T?nh V?nh Long,809,80911,Huy?n Trà Ôn,20,80911020,Xã L?c S? Thành,,
2895,30,T?nh V?nh Long,809,81709,Huy?n Ti?u C?n,21,81709055,Xã Hùng Hòa,,
2936,30,T?nh V?nh Long,809,80911,Huy?n Trà Ôn,21,80911021,Xã Trà Ôn,,
2896,30,T?nh V?nh Long,809,81709,Huy?n Ti?u C?n,22,81709057,Xã T?p Ngãi,,
2937,30,T?nh V?nh Long,809,80911,Huy?n Trà Ôn,22,80911022,Xã Trà Côn,,
2897,30,T?nh V?nh Long,809,81711,Huy?n C?u Ngang,23,81711060,Xã C?u Ngang,,
2938,30,T?nh V?nh Long,809,80911,Huy?n Trà Ôn,23,80911023,Xã V?nh Xuân,,
2898,30,T?nh V?nh Long,809,81711,Huy?n C?u Ngang,24,81711058,Xã M? Long,,
2939,30,T?nh V?nh Long,809,80911,Huy?n Trà Ôn,24,80911024,Xã Hòa Bình,,
2899,30,T?nh V?nh Long,809,81711,Huy?n C?u Ngang,25,81711059,Xã Vinh Kim,,
2940,30,T?nh V?nh Long,809,80909,Huy?n Tam Bình,25,80909025,Xã Hòa Hi?p,,
2900,30,T?nh V?nh Long,809,81711,Huy?n C?u Ngang,26,81711061,Xã Nh? Tr??ng,,
2941,30,T?nh V?nh Long,809,80909,Huy?n Tam Bình,26,80909026,Xã Tam Bình,,
2901,30,T?nh V?nh Long,809,81711,Huy?n C?u Ngang,27,81711062,Xã Hi?p M?,,
2942,30,T?nh V?nh Long,809,80909,Huy?n Tam Bình,27,80909027,Xã Ngãi T?,,
2902,30,T?nh V?nh Long,809,81713,Huy?n Trà Cú,28,81713066,Xã Trà Cú,,
2943,30,T?nh V?nh Long,809,80909,Huy?n Tam Bình,28,80909028,Xã Song Phú,,
2903,30,T?nh V?nh Long,809,81713,Huy?n Trà Cú,29,81713063,Xã L?u Nghi?p Anh,,
2944,30,T?nh V?nh Long,809,80909,Huy?n Tam Bình,29,80909029,Xã Cái Ngang,,
2904,30,T?nh V?nh Long,809,81713,Huy?n Trà Cú,30,81713064,Xã ??i An,,
2945,30,T?nh V?nh Long,809,80908,Huy?n Bình Tân,30,80908030,Xã Tân Qu?i,,
2905,30,T?nh V?nh Long,809,81713,Huy?n Trà Cú,31,81713065,Xã Hàm Giang,,
2946,30,T?nh V?nh Long,809,80908,Huy?n Bình Tân,31,80908031,Xã Tân L??c,,
2906,30,T?nh V?nh Long,809,81713,Huy?n Trà Cú,32,81713067,Xã Long Hi?p,,
2947,30,T?nh V?nh Long,809,80908,Huy?n Bình Tân,32,80908032,Xã M? Thu?n,,
2907,30,T?nh V?nh Long,809,81713,Huy?n Trà Cú,33,81713068,Xã T?p S?n,,
2948,30,T?nh V?nh Long,809,80907,Th? xã Bình Minh,33,80907033,Ph??ng Bình Minh,,
2908,30,T?nh V?nh Long,809,81716,Th? xã Duyên H?i,34,81716069,Ph??ng Duyên H?i,,
2949,30,T?nh V?nh Long,809,80907,Th? xã Bình Minh,34,80907034,Ph??ng Cái V?n,,
2909,30,T?nh V?nh Long,809,81716,Th? xã Duyên H?i,35,81716070,Ph??ng Tr??ng Long Hòa,,
2950,30,T?nh V?nh Long,809,80907,Th? xã Bình Minh,35,80907035,Ph??ng ?ông Thành,,
2910,30,T?nh V?nh Long,809,81716,Th? xã Duyên H?i,36,81716071,Xã Long H?u,,
2911,30,T?nh V?nh Long,809,81715,Huy?n Duyên H?i,37,81715072,Xã Long Thành,,
2912,30,T?nh V?nh Long,809,81715,Huy?n Duyên H?i,38,81715073,Xã ?ông H?i,,
2913,30,T?nh V?nh Long,809,81715,Huy?n Duyên H?i,39,81715074,Xã Long V?nh,,
2914,30,T?nh V?nh Long,809,81715,Huy?n Duyên H?i,40,81715075,Xã ?ôn Châu,,
2915,30,T?nh V?nh Long,809,81715,Huy?n Duyên H?i,41,81715076,Xã Ng? L?c,,
2827,30,T?nh V?nh Long,809,81101,Thành ph? B?n Tre,77,81101077,Ph??ng An H?i,,
2828,30,T?nh V?nh Long,809,81101,Thành ph? B?n Tre,78,81101078,Ph??ng Phú Kh??ng,,
2829,30,T?nh V?nh Long,809,81101,Thành ph? B?n Tre,79,81101079,Ph??ng B?n Tre,,
2830,30,T?nh V?nh Long,809,81101,Thành ph? B?n Tre,80,81101080,Ph??ng S?n ?ông,,
2831,30,T?nh V?nh Long,809,81103,Huy?n Châu Thành,81,81103081,Ph??ng Phú Tân,,
2832,30,T?nh V?nh Long,809,81103,Huy?n Châu Thành,82,81103082,Xã Phú Túc,,
2833,30,T?nh V?nh Long,809,81103,Huy?n Châu Thành,83,81103083,Xã Giao Long,,
2834,30,T?nh V?nh Long,809,81103,Huy?n Châu Thành,84,81103084,Xã Tiên Th?y,,
2835,30,T?nh V?nh Long,809,81103,Huy?n Châu Thành,85,81103085,Xã Tân Phú,,
2836,30,T?nh V?nh Long,809,81105,Huy?n Ch? Lách,86,81105086,Xã Phú Ph?ng,,
2837,30,T?nh V?nh Long,809,81105,Huy?n Ch? Lách,87,81105087,Xã Ch? Lách,,
2838,30,T?nh V?nh Long,809,81105,Huy?n Ch? Lách,88,81105088,Xã V?nh Thành,,
2839,30,T?nh V?nh Long,809,81105,Huy?n Ch? Lách,89,81105089,Xã H?ng Khánh Trung,,
2840,30,T?nh V?nh Long,809,81108,Huy?n M? Cày B?c,90,81108090,Xã Ph??c M? Trung,,
2841,30,T?nh V?nh Long,809,81108,Huy?n M? Cày B?c,91,81108091,Xã Tân Thành Bình,,
2842,30,T?nh V?nh Long,809,81108,Huy?n M? Cày B?c,92,81108092,Xã Nhu?n Phú Tân,,
2843,30,T?nh V?nh Long,809,81107,Huy?n M? Cày Nam,93,81107093,Xã ??ng Kh?i,,
2844,30,T?nh V?nh Long,809,81107,Huy?n M? Cày Nam,94,81107094,Xã Mo? Cày,,
2845,30,T?nh V?nh Long,809,81107,Huy?n M? Cày Nam,95,81107095,Xã Thành Th?i,,
2846,30,T?nh V?nh Long,809,81107,Huy?n M? Cày Nam,96,81107096,Xã An ??nh,,
2847,30,T?nh V?nh Long,809,81107,Huy?n M? Cày Nam,97,81107097,Xã H??ng M?,,
2848,30,T?nh V?nh Long,809,81115,Huy?n Th?nh Phú,98,81115098,Xã ??i ?i?n,,
2849,30,T?nh V?nh Long,809,81115,Huy?n Th?nh Phú,99,81115099,Xã Qu?i ?i?n,,
2850,30,T?nh V?nh Long,809,81115,Huy?n Th?nh Phú,100,81115100,Xã Th?nh Phú,,
2851,30,T?nh V?nh Long,809,81115,Huy?n Th?nh Phú,101,81115101,Xã An Qui,,
2852,30,T?nh V?nh Long,809,81115,Huy?n Th?nh Phú,102,81115102,Xã Th?nh H?i,,
2853,30,T?nh V?nh Long,809,81115,Huy?n Th?nh Phú,103,81115103,Xã Th?nh Phong,,
2854,30,T?nh V?nh Long,809,81113,Huy?n Ba Tri,104,81113104,Xã Tân Th?y,,
2855,30,T?nh V?nh Long,809,81113,Huy?n Ba Tri,105,81113105,Xã B?o Th?nh,,
2856,30,T?nh V?nh Long,809,81113,Huy?n Ba Tri,106,81113106,Xã Ba Tri,,
2857,30,T?nh V?nh Long,809,81113,Huy?n Ba Tri,107,81113107,Xã Tân Xuân,,
2858,30,T?nh V?nh Long,809,81113,Huy?n Ba Tri,108,81113108,Xã M? Chánh Hòa,,
2859,30,T?nh V?nh Long,809,81113,Huy?n Ba Tri,109,81113109,Xã An Ngãi Trung,,
2860,30,T?nh V?nh Long,809,81113,Huy?n Ba Tri,110,81113110,Xã An Hi?p,,
2861,30,T?nh V?nh Long,809,81109,Huy?n Gi?ng Trôm,111,81109111,Xã H?ng Nh??ng,,
2862,30,T?nh V?nh Long,809,81109,Huy?n Gi?ng Trôm,112,81109112,Xã Gi?ng Trôm,,
2863,30,T?nh V?nh Long,809,81109,Huy?n Gi?ng Trôm,113,81109113,Xã Tân Hào,,
2864,30,T?nh V?nh Long,809,81109,Huy?n Gi?ng Trôm,114,81109114,Xã Ph??c Long,,
2865,30,T?nh V?nh Long,809,81109,Huy?n Gi?ng Trôm,115,81109115,Xã L??ng Phú,,
2866,30,T?nh V?nh Long,809,81109,Huy?n Gi?ng Trôm,116,81109116,Xã Châu Hòa,,
2867,30,T?nh V?nh Long,809,81109,Huy?n Gi?ng Trôm,117,81109117,Xã L??ng Hòa,,
2868,30,T?nh V?nh Long,809,81111,Huy?n Bình ??i,118,81111118,Xã Th?i Thu?n,,
2869,30,T?nh V?nh Long,809,81111,Huy?n Bình ??i,119,81111119,Xã Th?nh Ph??c,,
2870,30,T?nh V?nh Long,809,81111,Huy?n Bình ??i,120,81111120,Xã Bình ??i,,
2871,30,T?nh V?nh Long,809,81111,Huy?n Bình ??i,121,81111121,Xã Th?nh Tr?,,
2872,30,T?nh V?nh Long,809,81111,Huy?n Bình ??i,122,81111122,Xã L?c Thu?n,,
2873,30,T?nh V?nh Long,809,81111,Huy?n Bình ??i,123,81111123,Xã Châu H?ng,,
2874,30,T?nh V?nh Long,809,81111,Huy?n Bình ??i,124,81111124,Xã Phú Thu?n,,
2996,31,T?nh ??ng Tháp,803,80701,Thành ph? M? Tho,1,80701001,Ph??ng M? Tho,,
2997,31,T?nh ??ng Tháp,803,80701,Thành ph? M? Tho,2,80701002,Ph??ng ??o Th?nh,,
2998,31,T?nh ??ng Tháp,803,80701,Thành ph? M? Tho,3,80701003,Ph??ng M? Phong,,
2999,31,T?nh ??ng Tháp,803,80701,Thành ph? M? Tho,4,80701004,Ph??ng Th?i S?n,,
3000,31,T?nh ??ng Tháp,803,80701,Thành ph? M? Tho,5,80701005,Ph??ng Trung An,,
3001,31,T?nh ??ng Tháp,803,80703,Thành ph? Gò Công,6,80703006,Ph??ng Gò Công,,
3002,31,T?nh ??ng Tháp,803,80703,Thành ph? Gò Công,7,80703007,Ph??ng Long Thu?n,,
3003,31,T?nh ??ng Tháp,803,80703,Thành ph? Gò Công,8,80703008,Ph??ng S?n Qui,,
3004,31,T?nh ??ng Tháp,803,80703,Thành ph? Gò Công,9,80703009,Ph??ng Bình Xuân,,
3005,31,T?nh ??ng Tháp,803,80721,Th? xã Cai L?y,10,80721010,Ph??ng M? Ph??c Tây,,
3006,31,T?nh ??ng Tháp,803,80721,Th? xã Cai L?y,11,80721011,Ph??ng Thanh Hoà,,
3007,31,T?nh ??ng Tháp,803,80721,Th? xã Cai L?y,12,80721012,Ph??ng Cai L?y,,
3008,31,T?nh ??ng Tháp,803,80721,Th? xã Cai L?y,13,80721013,Ph??ng Nh? Quý,,
3009,31,T?nh ??ng Tháp,803,80721,Th? xã Cai L?y,14,80721014,Xã Tân Phú,,
3010,31,T?nh ??ng Tháp,803,80713,Huy?n Cái Bè,15,80713015,Xã Thanh H?ng,,
3011,31,T?nh ??ng Tháp,803,80713,Huy?n Cái Bè,16,80713016,Xã An H?u,,
3012,31,T?nh ??ng Tháp,803,80713,Huy?n Cái Bè,17,80713017,Xã M? L?i,,
3013,31,T?nh ??ng Tháp,803,80713,Huy?n Cái Bè,18,80713018,Xã M? ??c Tây,,
3014,31,T?nh ??ng Tháp,803,80713,Huy?n Cái Bè,19,80713019,Xã M? Thi?n,,
3015,31,T?nh ??ng Tháp,803,80713,Huy?n Cái Bè,20,80713020,Xã H?u M?,,
3016,31,T?nh ??ng Tháp,803,80713,Huy?n Cái Bè,21,80713021,Xã H?i C?,,
3017,31,T?nh ??ng Tháp,803,80713,Huy?n Cái Bè,22,80713022,Xã Cái Bè,,
3018,31,T?nh ??ng Tháp,803,80709,Huy?n Cai L?y,23,80709023,Xã Bình Phú,,
3019,31,T?nh ??ng Tháp,803,80709,Huy?n Cai L?y,24,80709024,Xã Hi?p ??c,,
3020,31,T?nh ??ng Tháp,803,80709,Huy?n Cai L?y,25,80709025,Xã Ng? Hi?p,,
3021,31,T?nh ??ng Tháp,803,80709,Huy?n Cai L?y,26,80709026,Xã Long Tiên,,
3022,31,T?nh ??ng Tháp,803,80709,Huy?n Cai L?y,27,80709027,Xã M? Thành,,
3023,31,T?nh ??ng Tháp,803,80709,Huy?n Cai L?y,28,80709028,Xã Th?nh Phú,,
3024,31,T?nh ??ng Tháp,803,80705,Huy?n Tân Ph??c,29,80705029,Xã Tân Ph??c 1,,
3025,31,T?nh ??ng Tháp,803,80705,Huy?n Tân Ph??c,30,80705030,Xã Tân Ph??c 2,,
3026,31,T?nh ??ng Tháp,803,80705,Huy?n Tân Ph??c,31,80705031,Xã Tân Ph??c 3,,
3027,31,T?nh ??ng Tháp,803,80705,Huy?n Tân Ph??c,32,80705032,Xã H?ng Th?nh,,
3028,31,T?nh ??ng Tháp,803,80707,Huy?n Châu Thành,33,80707033,Xã Tân H??ng,,
3029,31,T?nh ??ng Tháp,803,80707,Huy?n Châu Thành,34,80707034,Xã Châu Thành,,
3030,31,T?nh ??ng Tháp,803,80707,Huy?n Châu Thành,35,80707035,Xã Long H?ng,,
3031,31,T?nh ??ng Tháp,803,80707,Huy?n Châu Thành,36,80707036,Xã Long ??nh,,
3032,31,T?nh ??ng Tháp,803,80707,Huy?n Châu Thành,37,80707037,Xã V?nh Kim,,
3033,31,T?nh ??ng Tháp,803,80707,Huy?n Châu Thành,38,80707038,Xã Kim S?n,,
3034,31,T?nh ??ng Tháp,803,80707,Huy?n Châu Thành,39,80707039,Xã Bình Tr?ng,,
3035,31,T?nh ??ng Tháp,803,80711,Huy?n Ch? G?o,40,80711040,Xã M? T?nh An,,
3036,31,T?nh ??ng Tháp,803,80711,Huy?n Ch? G?o,41,80711041,Xã L??ng Hoà L?c,,
3037,31,T?nh ??ng Tháp,803,80711,Huy?n Ch? G?o,42,80711042,Xã Tân Thu?n Bình,,
3038,31,T?nh ??ng Tháp,803,80711,Huy?n Ch? G?o,43,80711043,Xã Ch? G?o,,
3039,31,T?nh ??ng Tháp,803,80711,Huy?n Ch? G?o,44,80711044,Xã An Th?nh Th?y,,
3040,31,T?nh ??ng Tháp,803,80711,Huy?n Ch? G?o,45,80711045,Xã Bình Ninh,,
3041,31,T?nh ??ng Tháp,803,80715,Huy?n Gò Công Tây,46,80715046,Xã V?nh Bình,,
3042,31,T?nh ??ng Tháp,803,80715,Huy?n Gò Công Tây,47,80715047,Xã ??ng S?n,,
3043,31,T?nh ??ng Tháp,803,80715,Huy?n Gò Công Tây,48,80715048,Xã Phú Thành,,
3044,31,T?nh ??ng Tháp,803,80715,Huy?n Gò Công Tây,49,80715049,Xã Long Bình,,
3045,31,T?nh ??ng Tháp,803,80715,Huy?n Gò Công Tây,50,80715050,Xã V?nh H?u,,
3046,31,T?nh ??ng Tháp,803,80717,Huy?n Gò Công ?ông,51,80717051,Xã Gò Công ?ông,,
3047,31,T?nh ??ng Tháp,803,80717,Huy?n Gò Công ?ông,52,80717052,Xã Tân ?i?n,,
3048,31,T?nh ??ng Tháp,803,80717,Huy?n Gò Công ?ông,53,80717053,Xã Tân Hoà,,
3049,31,T?nh ??ng Tháp,803,80717,Huy?n Gò Công ?ông,54,80717054,Xã Tân ?ông,,
3050,31,T?nh ??ng Tháp,803,80717,Huy?n Gò Công ?ông,55,80717055,Xã Gia Thu?n,,
3051,31,T?nh ??ng Tháp,803,80719,Huy?n Tân Phú ?ông,56,80719056,Xã Tân Th?i,,
3052,31,T?nh ??ng Tháp,803,80719,Huy?n Tân Phú ?ông,57,80719057,Xã Tân Phú ?ông,,
2951,31,T?nh ??ng Tháp,803,80305,Huy?n Tân H?ng,58,80305058,Xã Tân H?ng,,
2952,31,T?nh ??ng Tháp,803,80305,Huy?n Tân H?ng,59,80305059,Xã Tân Thành,,
2953,31,T?nh ??ng Tháp,803,80305,Huy?n Tân H?ng,60,80305060,Xã Tân H? C?,,
2954,31,T?nh ??ng Tháp,803,80305,Huy?n Tân H?ng,61,80305061,Xã An Ph??c,,
2955,31,T?nh ??ng Tháp,803,80323,Thành ph? H?ng Ng?,62,80323062,Ph??ng An Bình,,
2956,31,T?nh ??ng Tháp,803,80323,Thành ph? H?ng Ng?,63,80323063,Ph??ng H?ng Ng?,,
2957,31,T?nh ??ng Tháp,803,80307,Huy?n H?ng Ng?,64,80307064,Ph??ng Th??ng L?c,,
2958,31,T?nh ??ng Tháp,803,80307,Huy?n H?ng Ng?,65,80307065,Xã Th??ng Ph??c,,
2959,31,T?nh ??ng Tháp,803,80307,Huy?n H?ng Ng?,66,80307066,Xã Long Khánh,,
2960,31,T?nh ??ng Tháp,803,80307,Huy?n H?ng Ng?,67,80307067,Xã Long Phú Thu?n,,
2961,31,T?nh ??ng Tháp,803,80309,Huy?n Tam Nông,68,80309068,Xã An Hoà,,
2962,31,T?nh ??ng Tháp,803,80309,Huy?n Tam Nông,69,80309069,Xã Tam Nông,,
2963,31,T?nh ??ng Tháp,803,80309,Huy?n Tam Nông,70,80309070,Xã Phú Th?,,
2964,31,T?nh ??ng Tháp,803,80309,Huy?n Tam Nông,71,80309071,Xã Tràm Chim,,
2965,31,T?nh ??ng Tháp,803,80309,Huy?n Tam Nông,72,80309072,Xã Phú C??ng,,
2966,31,T?nh ??ng Tháp,803,80309,Huy?n Tam Nông,73,80309073,Xã An Long,,
2967,31,T?nh ??ng Tháp,803,80311,Huy?n Thanh Bình,74,80311074,Xã Thanh Bình,,
2968,31,T?nh ??ng Tháp,803,80311,Huy?n Thanh Bình,75,80311075,Xã Tân Th?nh,,
2969,31,T?nh ??ng Tháp,803,80311,Huy?n Thanh Bình,76,80311076,Xã Bình Thành,,
2970,31,T?nh ??ng Tháp,803,80311,Huy?n Thanh Bình,77,80311077,Xã Tân Long,,
2971,31,T?nh ??ng Tháp,803,80313,Huy?n Tháp M??i,78,80313078,Xã Tháp M??i,,
2972,31,T?nh ??ng Tháp,803,80313,Huy?n Tháp M??i,79,80313079,Xã Thanh M?,,
2973,31,T?nh ??ng Tháp,803,80313,Huy?n Tháp M??i,80,80313080,Xã M? Quí,,
2974,31,T?nh ??ng Tháp,803,80313,Huy?n Tháp M??i,81,80313081,Xã ??c Binh Ki?u,,
2975,31,T?nh ??ng Tháp,803,80313,Huy?n Tháp M??i,82,80313082,Xã Tr??ng Xuân,,
2976,31,T?nh ??ng Tháp,803,80313,Huy?n Tháp M??i,83,80313083,Xã Ph??ng Th?nh,,
2977,31,T?nh ??ng Tháp,803,80315,Huy?n Cao Lãnh,84,80315084,Xã Phong M?,,
2978,31,T?nh ??ng Tháp,803,80315,Huy?n Cao Lãnh,85,80315085,Xã Ba Sao,,
2979,31,T?nh ??ng Tháp,803,80315,Huy?n Cao Lãnh,86,80315086,Xã M? Th?,,
2980,31,T?nh ??ng Tháp,803,80315,Huy?n Cao Lãnh,87,80315087,Xã Bình Hàng Trung,,
2981,31,T?nh ??ng Tháp,803,80315,Huy?n Cao Lãnh,88,80315088,Xã M? Hi?p,,
2982,31,T?nh ??ng Tháp,803,80301,Thành ph? Cao Lãnh,89,80301089,Ph??ng Cao Lãnh,,
2983,31,T?nh ??ng Tháp,803,80301,Thành ph? Cao Lãnh,90,80301090,Ph??ng M? Ngãi,,
2984,31,T?nh ??ng Tháp,803,80301,Thành ph? Cao Lãnh,91,80301091,Ph??ng M? Trà,,
2985,31,T?nh ??ng Tháp,803,80317,Huy?n L?p Vò,92,80317092,Xã M? An H?ng,,
2986,31,T?nh ??ng Tháp,803,80317,Huy?n L?p Vò,93,80317093,Xã Tân Khánh Trung,,
2987,31,T?nh ??ng Tháp,803,80317,Huy?n L?p Vò,94,80317094,Xã L?p Vò,,
2988,31,T?nh ??ng Tháp,803,80319,Huy?n Lai Vung,95,80319095,Xã Lai Vung,,
2989,31,T?nh ??ng Tháp,803,80319,Huy?n Lai Vung,96,80319096,Xã Hoà Long,,L?ch mã ph??ng xã m?i và Qu?n huy?n c?
2990,31,T?nh ??ng Tháp,803,80319,Huy?n Lai Vung,97,80319097,Xã Phong Hoà,,L?ch mã ph??ng xã m?i và Qu?n huy?n c?
2991,31,T?nh ??ng Tháp,803,80303,Thành ph? Sa ?éc,98,80303098,Ph??ng Sa ?éc,,
2992,31,T?nh ??ng Tháp,803,80319,Huy?n Lai Vung,99,80319099,Xã Tân D??ng,,
2993,31,T?nh ??ng Tháp,803,80321,Huy?n Châu Thành,100,80321100,Xã Phú H?u,,
2994,31,T?nh ??ng Tháp,803,80321,Huy?n Châu Thành,101,80321101,Xã Tân Nhu?n ?ông,,
2995,31,T?nh ??ng Tháp,803,80321,Huy?n Châu Thành,102,80321102,Xã Tân Phú Trung,,
3053,32,T?nh An Giang,805,80501,Thành ph? Long Xuyên,1,80501001,Xã M? Hoà H?ng,,
3054,32,T?nh An Giang,805,80501,Thành ph? Long Xuyên,2,80501002,Ph??ng Long Xuyên,,
3055,32,T?nh An Giang,805,80501,Thành ph? Long Xuyên,3,80501003,Ph??ng Bình ??c,,
3056,32,T?nh An Giang,805,80501,Thành ph? Long Xuyên,4,80501004,Ph??ng M? Th?i,,
3057,32,T?nh An Giang,805,80503,Thành ph? Châu ??c,5,80503005,Ph??ng Châu ??c,,
3058,32,T?nh An Giang,805,80503,Thành ph? Châu ??c,6,80503006,Ph??ng V?nh T?,,
3059,32,T?nh An Giang,805,80505,Huy?n An Phú,7,80505007,Xã An Phú,,
3060,32,T?nh An Giang,805,80505,Huy?n An Phú,8,80505008,Xã V?nh H?u,,
3061,32,T?nh An Giang,805,80505,Huy?n An Phú,9,80505009,Xã Nh?n H?i,,
3062,32,T?nh An Giang,805,80505,Huy?n An Phú,10,80505010,Xã Khánh Bình,,
3063,32,T?nh An Giang,805,80505,Huy?n An Phú,11,80505011,Xã Phú H?u,,
3064,32,T?nh An Giang,805,80507,Th? xã Tân Châu,12,80507012,Xã Tân An,,
3065,32,T?nh An Giang,805,80507,Th? xã Tân Châu,13,80507013,Xã Châu Phong,,
3066,32,T?nh An Giang,805,80507,Th? xã Tân Châu,14,80507014,Xã V?nh X??ng,,
3067,32,T?nh An Giang,805,80507,Th? xã Tân Châu,15,80507015,Ph??ng Tân Châu,,
3068,32,T?nh An Giang,805,80507,Th? xã Tân Châu,16,80507016,Ph??ng Long Phú,,
3069,32,T?nh An Giang,805,80509,Huy?n Phú Tân,17,80509017,Xã Phú Tân,,
3070,32,T?nh An Giang,805,80509,Huy?n Phú Tân,18,80509018,Xã Phú An,,
3071,32,T?nh An Giang,805,80509,Huy?n Phú Tân,19,80509019,Xã Bình Th?nh ?ông,,
3072,32,T?nh An Giang,805,80509,Huy?n Phú Tân,20,80509020,Xã Ch? Vàm,,
3073,32,T?nh An Giang,805,80509,Huy?n Phú Tân,21,80509021,Xã Hoà L?c,,
3074,32,T?nh An Giang,805,80509,Huy?n Phú Tân,22,80509022,Xã Phú Lâm,,
3075,32,T?nh An Giang,805,80511,Huy?n Châu Phú,23,80511023,Xã Châu Phú,,
3076,32,T?nh An Giang,805,80511,Huy?n Châu Phú,24,80511024,Xã M? ??c,,
3077,32,T?nh An Giang,805,80511,Huy?n Châu Phú,25,80511025,Xã V?nh Th?nh Trung,,
3078,32,T?nh An Giang,805,80511,Huy?n Châu Phú,26,80511026,Xã Bình M?,,
3079,32,T?nh An Giang,805,80511,Huy?n Châu Phú,27,80511027,Xã Th?nh M? Tây,,
3080,32,T?nh An Giang,805,80513,Th? xã T?nh Biên,28,80513028,Xã An C?,,
3081,32,T?nh An Giang,805,80513,Th? xã T?nh Biên,29,80513029,Xã Núi C?m,,
3082,32,T?nh An Giang,805,80513,Th? xã T?nh Biên,30,80513030,Ph??ng T?nh Biên,,
3083,32,T?nh An Giang,805,80513,Th? xã T?nh Biên,31,80513031,Ph??ng Th?i S?n,,
3084,32,T?nh An Giang,805,80513,Th? xã T?nh Biên,32,80513032,Ph??ng Chi L?ng,,
3085,32,T?nh An Giang,805,80515,Huy?n Tri Tôn,33,80515033,Xã Ba Chúc,,
3086,32,T?nh An Giang,805,80515,Huy?n Tri Tôn,34,80515034,Xã Tri Tôn,,
